SC3.SC3_35,SC3.SC3_34,SC3.SC3_33,SC3.SC3_32,SC3.SC3_31,SC3.SC3_30,SC3.SC3_29,SC3.SC3_28,SC3.SC3_27,SC3.SC3_26,SC3.SC3_25,SC3.SC3_24,SC3.SC3_23,SC3.SC3_22,SC3.SC3_21,SC3.SC3_20,SC3.SC3_19,SC3.SC3_18,SC3.SC3_17,SC3.SC3_16,SC3.SC3_15,SC3.SC3_14,SC3.SC3_13,SC3.SC3_12,SC3.SC3_11,SC3.SC3_10,SC3.SC3_9,SC3.SC3_8,SC3.SC3_7,SC3.SC3_6,SC3.SC3_5,SC3.SC3_4,SC3.SC3_3,SC3.SC3_2,SC3.SC3_1,SC3.SC3_0,UMAP_KMEANS.UMAP_KMEANS_35,UMAP_KMEANS.UMAP_KMEANS_34,UMAP_KMEANS.UMAP_KMEANS_33,UMAP_KMEANS.UMAP_KMEANS_32,UMAP_KMEANS.UMAP_KMEANS_31,UMAP_KMEANS.UMAP_KMEANS_30,UMAP_KMEANS.UMAP_KMEANS_29,UMAP_KMEANS.UMAP_KMEANS_28,UMAP_KMEANS.UMAP_KMEANS_27,UMAP_KMEANS.UMAP_KMEANS_26,UMAP_KMEANS.UMAP_KMEANS_25,UMAP_KMEANS.UMAP_KMEANS_24,UMAP_KMEANS.UMAP_KMEANS_23,UMAP_KMEANS.UMAP_KMEANS_22,UMAP_KMEANS.UMAP_KMEANS_21,UMAP_KMEANS.UMAP_KMEANS_20,UMAP_KMEANS.UMAP_KMEANS_19,UMAP_KMEANS.UMAP_KMEANS_18,UMAP_KMEANS.UMAP_KMEANS_17,UMAP_KMEANS.UMAP_KMEANS_16,UMAP_KMEANS.UMAP_KMEANS_15,UMAP_KMEANS.UMAP_KMEANS_14,UMAP_KMEANS.UMAP_KMEANS_13,UMAP_KMEANS.UMAP_KMEANS_12,UMAP_KMEANS.UMAP_KMEANS_11,UMAP_KMEANS.UMAP_KMEANS_10,UMAP_KMEANS.UMAP_KMEANS_9,UMAP_KMEANS.UMAP_KMEANS_8,UMAP_KMEANS.UMAP_KMEANS_7,UMAP_KMEANS.UMAP_KMEANS_6,UMAP_KMEANS.UMAP_KMEANS_5,UMAP_KMEANS.UMAP_KMEANS_4,UMAP_KMEANS.UMAP_KMEANS_3,UMAP_KMEANS.UMAP_KMEANS_2,UMAP_KMEANS.UMAP_KMEANS_1,UMAP_KMEANS.UMAP_KMEANS_0,TSNE_KMEANS.TSNE_KMEANS_35,TSNE_KMEANS.TSNE_KMEANS_34,TSNE_KMEANS.TSNE_KMEANS_33,TSNE_KMEANS.TSNE_KMEANS_32,TSNE_KMEANS.TSNE_KMEANS_31,TSNE_KMEANS.TSNE_KMEANS_30,TSNE_KMEANS.TSNE_KMEANS_29,TSNE_KMEANS.TSNE_KMEANS_28,TSNE_KMEANS.TSNE_KMEANS_27,TSNE_KMEANS.TSNE_KMEANS_26,TSNE_KMEANS.TSNE_KMEANS_25,TSNE_KMEANS.TSNE_KMEANS_24,TSNE_KMEANS.TSNE_KMEANS_23,TSNE_KMEANS.TSNE_KMEANS_22,TSNE_KMEANS.TSNE_KMEANS_21,TSNE_KMEANS.TSNE_KMEANS_20,TSNE_KMEANS.TSNE_KMEANS_19,TSNE_KMEANS.TSNE_KMEANS_18,TSNE_KMEANS.TSNE_KMEANS_17,TSNE_KMEANS.TSNE_KMEANS_16,TSNE_KMEANS.TSNE_KMEANS_15,TSNE_KMEANS.TSNE_KMEANS_14,TSNE_KMEANS.TSNE_KMEANS_13,TSNE_KMEANS.TSNE_KMEANS_12,TSNE_KMEANS.TSNE_KMEANS_11,TSNE_KMEANS.TSNE_KMEANS_10,TSNE_KMEANS.TSNE_KMEANS_9,TSNE_KMEANS.TSNE_KMEANS_8,TSNE_KMEANS.TSNE_KMEANS_7,TSNE_KMEANS.TSNE_KMEANS_6,TSNE_KMEANS.TSNE_KMEANS_5,TSNE_KMEANS.TSNE_KMEANS_4,TSNE_KMEANS.TSNE_KMEANS_3,TSNE_KMEANS.TSNE_KMEANS_2,TSNE_KMEANS.TSNE_KMEANS_1,TSNE_KMEANS.TSNE_KMEANS_0,cells
1,3,3,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,9,9,9,9,10,10,10,10,3,3,4,5,5,5,5,5,5,5,5,6,6,6,6,7,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,5,5,5,5,7,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,10,10,10,11,11,11,11,11,Cell1007
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,11,11,11,11,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,3,3,6,6,6,6,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,11,11,12,12,12,12,12,Cell1008
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6,Cell1009
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,11,11,11,11,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,9,9,9,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,3,3,6,6,6,6,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,11,11,12,12,12,12,12,Cell101
1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,13,13,13,13,13,Cell1010
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,11,11,11,11,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,9,9,9,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,3,3,6,6,6,6,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,12,13,13,13,14,14,14,14,14,Cell1011
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6,Cell1012
1,1,1,3,3,3,5,5,5,6,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,11,11,11,11,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,3,3,3,3,3,3,5,5,5,5,7,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,10,10,10,11,11,11,11,11,Cell1013
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,9,9,9,9,9,10,10,10,10,11,11,11,12,12,12,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,3,3,3,7,7,7,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,12,13,14,14,14,15,15,15,15,15,Cell1014
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,11,11,11,11,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,3,3,6,6,6,6,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,11,11,12,12,12,12,12,Cell1015
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,12,12,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,10,11,11,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,15,15,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,11,11,11,11,11,11,12,12,13,13,13,14,15,15,15,16,16,16,16,16,Cell1016
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,8,8,8,8,8,Cell1017
3,4,4,5,5,5,6,6,6,7,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,13,13,14,14,14,14,15,15,15,15,1,1,1,1,1,7,7,7,7,7,7,8,8,8,9,10,11,12,12,13,13,13,13,14,14,15,15,15,15,15,15,15,15,15,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,12,12,12,12,12,12,13,13,14,14,14,15,16,16,16,17,17,17,17,17,Cell1018
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6,Cell1019
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,6,6,6,6,6,7,7,7,7,7,Cell102
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,15,15,16,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,17,17,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,13,13,14,14,15,15,15,16,17,17,17,18,18,18,18,18,Cell1020
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,11,11,11,11,11,12,12,12,12,13,14,14,15,15,16,16,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,3,3,3,7,8,8,9,9,9,9,10,11,11,11,11,12,13,13,13,13,14,14,15,15,16,16,16,17,18,18,18,19,19,19,19,19,Cell1021
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,7,7,7,15,16,16,17,17,17,17,17,17,17,17,17,18,18,3,3,3,3,3,3,5,5,5,5,5,6,6,12,12,13,14,14,14,14,15,15,16,16,17,17,17,18,19,19,19,20,20,20,20,20,Cell1022
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,12,13,13,13,13,14,15,15,16,16,17,17,18,19,19,19,5,5,6,7,7,8,8,8,8,8,8,9,9,9,10,11,12,13,14,15,15,15,16,17,17,18,18,18,18,18,18,18,18,18,19,19,3,3,3,3,3,3,3,3,3,3,3,5,12,13,13,14,15,15,15,15,16,16,17,17,18,18,18,19,20,20,20,21,21,21,21,21,Cell1023
1,1,5,6,6,6,7,7,7,8,9,10,10,10,10,11,12,12,12,12,13,14,14,14,14,15,16,16,17,17,18,18,19,20,20,20,4,6,7,8,8,9,9,9,9,9,9,10,10,10,11,12,13,14,15,16,16,16,17,18,18,19,19,19,19,19,19,19,19,19,20,20,5,6,7,8,9,9,10,10,10,10,11,12,13,14,14,15,16,16,16,16,17,17,18,18,19,19,19,20,21,21,21,22,22,22,22,22,Cell1024
1,1,1,3,3,3,5,5,5,6,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,11,11,11,11,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,3,3,3,3,3,3,5,5,5,5,7,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,10,10,10,11,11,11,11,11,Cell1025
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,7,7,7,15,16,16,17,17,17,17,17,17,17,20,20,21,21,3,3,3,3,3,3,5,5,5,5,5,6,6,12,12,13,14,14,14,14,15,15,16,16,17,17,17,18,19,19,19,20,20,20,20,20,Cell1026
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,12,12,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,10,11,11,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,15,22,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,11,11,11,11,11,11,12,12,13,13,13,14,15,15,15,16,16,16,16,16,Cell1027
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,9,9,9,9,9,10,10,10,10,11,11,11,12,12,12,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,3,3,3,7,7,7,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,12,13,14,14,14,15,15,15,15,15,Cell1028
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1029
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,18,18,19,19,20,20,20,21,22,22,22,23,23,23,23,23,Cell103
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,9,9,9,9,9,10,10,10,10,11,11,11,12,12,12,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,3,3,3,7,7,7,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,12,13,14,14,14,15,15,15,15,15,Cell1030
1,1,1,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,8,15,15,15,16,17,17,18,18,19,19,20,21,21,22,1,1,1,1,1,7,7,7,7,7,7,8,8,8,9,10,11,12,12,13,13,13,13,14,14,15,15,15,15,15,15,20,21,21,22,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,12,12,12,12,12,12,13,13,14,14,14,15,16,16,16,17,17,17,17,17,Cell1031
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1032
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,12,12,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,10,11,11,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,15,15,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,11,11,11,11,11,11,12,12,13,13,13,14,15,15,15,16,16,16,16,16,Cell1033
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,6,7,7,7,7,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,9,Cell1034
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,7,7,7,15,16,16,17,17,17,17,17,17,17,17,17,18,18,3,3,3,3,3,3,5,5,5,5,5,6,6,12,12,13,14,14,14,14,15,15,16,16,17,17,17,18,19,19,19,20,20,20,20,20,Cell1035
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,21,22,22,23,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,Cell1036
1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,13,13,13,13,13,Cell1037
